,Restaurant Name,Negative Sentiment,Positive Sentiment,Address
780,Allah'r Dan Biryani House- Bondor Bazar,4,16,"Dhaka, Bangladesh"
781,Allah'r Dan Biryani House-Sarulia,16,4,"Dhaka, Bangladesh"
782,Allah'r Dan Fast Food,16,4,"Dhaka, Bangladesh"
783,Allah'r Dan Fuchka House,13,7,"Dhaka, Bangladesh"
784,Allah'r Dan Hotel,7,13,"Dhaka, Bangladesh"
785,Allah'r Dan Hotel & Restaurant,1,19,"Dhaka, Bangladesh"
786,Allah'r Dan Mixer House,17,3,"Dhaka, Bangladesh"
787,Allah-r-Dan Biriyani House -Diabetics Road,2,18,"Dhaka, Bangladesh"
788,Allah-r-Dan Biryani House 2,7,13,"Dhaka, Bangladesh"
789,Allahar Daan Biriyani - New Circular Road,14,6,"93/A, New Circular Road (Close to Mouchak Market), Mouchak, Dhaka - 1217., 1217 Dhaka"
820,Allahar Dan Biryani House,3,17,"Dhaka, Bangladesh"
821,Allahar Dan Biryani House - Borobag,4,16,"Dhaka, Bangladesh"
822,Allahar Dan Fuchka Chotpoti,3,17,"Dhaka, Bangladesh"
823,Allahar Dan Haji Biriyani - Natun Bazar,10,10,"Dhaka, Bangladesh"
824,Allahar Dan Haji Biryani - Charpara,12,8,"Dhaka, Bangladesh"
825,Allahar Dan Hotel & Restaurant,17,3,"Dhaka, Bangladesh"
826,Allahor Daan Biryani House 2 - Charabag,5,15,"Dhaka, Bangladesh"
827,Allahor Dan Restaurant,14,6,"Dhaka, Bangladesh"
828,Allahr Dan Biriyani House - Tikatuli,8,12,"Dhaka, Bangladesh"
829,Allahr Dan Biryani,12,8,"Dhaka, Bangladesh"
830,Allahr Dan Biryani House,1,19,"Dhaka, Bangladesh"
831,Allahr Dan Biryani House - Barguna,5,15,"Dhaka, Bangladesh"
832,Allahr Dan Biryani House - Rampura,16,4,"Dhaka, Bangladesh"
833,Allahr Dan Biryani House-2,13,7,"Dhaka, Bangladesh"
834,Allahr Dan Bombai Shingara Point - Barisal,13,7,"Dhaka, Bangladesh"
835,Allahr Dan Hazi Biryani House - Palbari,4,16,"Dhaka, Bangladesh"
836,Allahr Dan Hotel,5,15,"Dhaka, Bangladesh"
837,Allahr Dan Jadur Chor Hotel,1,19,"Dhaka, Bangladesh"
838,Allegro Art Cafe & Gallery,3,17,"Dhaka, Bangladesh"
839,Allegro Suites,10,10,"Dhaka, Bangladesh"
840,Allen Point,16,4,"Dhaka, Bangladesh"
841,AlmaZ Kitchen,9,11,"Dhaka, Bangladesh"
842,Almahara Food Court,14,6,"Dhaka, Bangladesh"
843,Almas Biryani Ghor,8,12,"Dhaka, Bangladesh"
844,Almas Restaurant & Biryani House,19,1,"Dhaka, Bangladesh"
845,Alo Home Kitchen,11,9,"Dhaka, Bangladesh"
846,Alo Restaurant,19,1,"Dhaka, Bangladesh"
847,Alom Hotel & Restaurant,8,12,"Dhaka, Bangladesh"
848,Alomgir Hotel and Restaurant,19,1,"Dhaka, Bangladesh"
849,Aloush Dhanmondi,11,9,"Dhaka, Bangladesh"
850,Alpana Food,18,2,"Dhaka, Bangladesh"
851,Alpana Homemade Food,12,8,"Dhaka, Bangladesh"
852,Alpha Vapes Savar - pandago,6,14,"Dhaka, Bangladesh"
853,Alpine Restaurant,11,9,"Dhaka, Bangladesh"
854,Alpona Rannaghor,14,6,"Dhaka, Bangladesh"
855,Alur Dokan,3,17,"Dhaka, Bangladesh"
856,Alvi Food And Restaurant,1,19,"Dhaka, Bangladesh"
857,Alvi Kitchen House,2,18,"Dhaka, Bangladesh"
858,Alvi's Kitchen,5,15,"Dhaka, Bangladesh"
859,Alvira's Kacchi Darbar,10,10,"Dhaka, Bangladesh"
860,Alvira's Kitchen,17,3,"Dhaka, Bangladesh"
861,Am 2 Pm,16,4,"Dhaka, Bangladesh"
862,Am to Pm Food Point - Park Road,12,8,"Dhaka, Bangladesh"
863,Amader (Cafe Shunno),9,11,"Dhaka, Bangladesh"
864,Amader Rannaghar,4,16,"Dhaka, Bangladesh"
865,Amader Rannaghor,17,3,"Dhaka, Bangladesh"
866,Amaira's Kitchen,12,8,"Dhaka, Bangladesh"
867,Aman Bakery - Branch-1,12,8,"Dhaka, Bangladesh"
868,Amanee Food Express,16,4,"Dhaka, Bangladesh"
869,Amantron  Hotel & Restaurant,8,12,"Dhaka, Bangladesh"
870,Amar Heshelghor,4,16,"Dhaka, Bangladesh"
871,Amar Khabar,14,6,"Dhaka, Bangladesh"
872,Amar Kitchen,19,1,"Dhaka, Bangladesh"
873,Amar Kitchen Banasree,8,12,"Dhaka, Bangladesh"
874,Amar Ma Fastfood,10,10,"Dhaka, Bangladesh"
875,Amar Ranna Ghor,2,18,"Dhaka, Bangladesh"
876,Amar Rannnagor BD,16,4,"Dhaka, Bangladesh"
877,Amar Restaurant,4,16,"Dhaka, Bangladesh"
878,Amber Cafe,19,1,"Dhaka, Bangladesh"
879,Ambrosia Food Factory,8,12,"Dhaka, Bangladesh"
880,Ambrosia Restaurant,2,18,"Dhaka, Bangladesh"
881,Ameena Restaurant & Biriyani House,13,7,"Dhaka, Bangladesh"
882,Amenas Ranna Ghor,19,1,"Dhaka, Bangladesh"
883,American Blend Pizzas,4,16,"Dhaka, Bangladesh"
884,American Burger - Chittagong,9,11,"Dhaka, Bangladesh"
885,American Burger Dhanmondi,9,11,"Dhaka, Bangladesh"
886,American Burger Gulshan 2,8,12,"Shop# 21, Road # 46, 1212 Dhaka"
948,American Chow Mein,5,15,"Dhaka, Bangladesh"
949,American Food,15,5,"Dhaka, Bangladesh"
950,American Fried Chicken (AFC),13,7,"House #27, Road #08, Block #B, Section #13, (Opposite Side of 13 No Masjid Market), Mirpur, 1216 Dhaka"
963,American Kitchen,11,9,"Dhaka, Bangladesh"
964,American Pizza,8,12,"Dhaka, Bangladesh"
965,American Pizza & Burger,9,11,"Dhaka, Bangladesh"
966,American Pizza Bar,7,13,"Dhaka, Bangladesh"
967,American Pizza and Burger Kitchen,14,6,"Dhaka, Bangladesh"
968,Ami Bangali,11,9,"Dhaka, Bangladesh"
969,Ami Bangali Restora,10,10,"Dhaka, Bangladesh"
970,Ami O She,5,15,"Dhaka, Bangladesh"
971,Amin Restaurant,12,8,"Dhaka, Bangladesh"
972,Amina's Kitchen,2,18,"Dhaka, Bangladesh"
973,Aminia Hotel and Restora,8,12,"Dhaka, Bangladesh"
974,Aminul Burger House,17,3,"Dhaka, Bangladesh"
975,Amir Bhai Er Fuchka & Chotpoti,16,4,"Dhaka, Bangladesh"
976,Amirah's Little Kitchen,18,2,"Dhaka, Bangladesh"
977,Amish Proteen - ECB Chattar,2,18,"Dhaka, Bangladesh"
978,Amma Home Kitchen,18,2,"Dhaka, Bangladesh"
979,Ammu Kitchen-Bangla Khabar,8,12,"Dhaka, Bangladesh"
980,Ammu's Kitchen,13,7,"Dhaka, Bangladesh"
981,Amontron Kebab & Biryani House,14,6,"Dhaka, Bangladesh"
982,Amontron Snackbar,16,4,"Dhaka, Bangladesh"
983,Amr Jotne Foods,7,13,"Dhaka, Bangladesh"
984,Amrin's Kitchen,8,12,"Dhaka, Bangladesh"
985,An Nafi Biriyani House,17,3,"Dhaka, Bangladesh"
986,Anaam Home Item,20,0,"Dhaka, Bangladesh"
987,Anaholy's Kitchen,8,12,"Dhaka, Bangladesh"
988,Anam Food,6,14,"Dhaka, Bangladesh"
989,Anam kitchen,2,18,"Dhaka, Bangladesh"
990,Anamika's Kitchen,9,11,"Dhaka, Bangladesh"
991,Anamika's Magic,12,8,"Dhaka, Bangladesh"
992,Ananda Chinese Restaurant,6,14,"Dhaka, Bangladesh"
993,Ananda Fast Food & Biryani House - Barguna,7,13,"Dhaka, Bangladesh"
994,Ananda Kitchen,13,7,"Dhaka, Bangladesh"
995,Ananda Restaurant - Kasturi,15,5,"Dhaka, Bangladesh"
996,Ananda Sweets,8,12,"Dhaka, Bangladesh"
997,Ananda Sweets & Bakery,4,16,"Dhaka, Bangladesh"
998,Anando Gorom Chotpoti,20,0,"Dhaka, Bangladesh"
999,Ananna Foods,4,16,"Dhaka, Bangladesh"
1000,Anannya Kitchen,8,12,"Dhaka, Bangladesh"
1001,Ananya Fast Food and Pastry Shop,3,17,"Dhaka, Bangladesh"
1002,Anaya's Momâ€™s Kitchen,15,5,"Dhaka, Bangladesh"
1003,Anbar Foods - Sofiuddin Road Branch,1,19,"Dhaka, Bangladesh"
1004,Aney's Unique Flavour,12,8,"Dhaka, Bangladesh"
1005,Angel's Kitchen,12,8,"Dhaka, Bangladesh"
1006,Angelin Food House,2,18,"Dhaka, Bangladesh"
1007,Angry Chicken,20,0,"Dhaka, Bangladesh"
1008,Anik Home Kitchen,19,1,"Dhaka, Bangladesh"
1009,Anika Bhrammoman Chinese,2,18,"Dhaka, Bangladesh"
1010,Anika Khichuri House - Mirpur,17,3,"Dhaka, Bangladesh"
1011,Anika Kitchen,11,9,"Dhaka, Bangladesh"
1012,Anika's Home Made Kitchen,12,8,"Dhaka, Bangladesh"
1013,Anikaâ€™s Food Corner,4,16,"Dhaka, Bangladesh"
1014,Anita's Kitchen,17,3,"Dhaka, Bangladesh"
1015,Anjaly's Kitchen,6,14,"Dhaka, Bangladesh"
1016,Anjela's Kitchen - Mirpur,16,4,"Dhaka, Bangladesh"
1017,Anju's Kitchen,12,8,"Dhaka, Bangladesh"
1018,Anjum's Cooking House,18,2,"Dhaka, Bangladesh"
1019,Anjum's Crafty Kitchen,9,11,"Dhaka, Bangladesh"
1020,Anjuman's Kitchen,11,9,"Dhaka, Bangladesh"
1021,Annisha's Kitchen,20,0,"Dhaka, Bangladesh"
1022,Annopurna,12,8,"Dhaka, Bangladesh"
1023,Annopurna Hotel,15,5,"Dhaka, Bangladesh"
1024,Annopurna Kitchen,9,11,"Dhaka, Bangladesh"
1025,Annopurna's Kitchen,16,4,"Dhaka, Bangladesh"
1026,Anny's Kitchen,4,16,"Dhaka, Bangladesh"
1027,Anon's Kitchen,17,3,"Dhaka, Bangladesh"
1028,Anona Sweets,15,5,"Dhaka, Bangladesh"
1029,Anonna's Homemade Food,15,5,"Dhaka, Bangladesh"
1030,Anonno Store & Food Corner,19,1,"Dhaka, Bangladesh"
1031,Anonno Tasty Food,17,3,"Dhaka, Bangladesh"
1032,Anti Clock Home Kitchen,8,12,"Dhaka, Bangladesh"
1033,Antique Restaurant,2,18,"Dhaka, Bangladesh"
1034,Antora Kitchen,14,6,"Dhaka, Bangladesh"
1035,Antora's Kitchen,14,6,"Dhaka, Bangladesh"
1036,Anu Bhaier Ghoroa Kebab Ghor,13,7,"Dhaka, Bangladesh"
1037,Anu's Kitchen,17,3,"Dhaka, Bangladesh"
1038,Anwar Hotel & Restaurant,17,3,"Dhaka, Bangladesh"
1039,Anwar's Kitchen,2,18,"Dhaka, Bangladesh"
1040,Anwesha's Kitchen,12,8,"Dhaka, Bangladesh"
1041,Any's Kitchen,6,14,"Dhaka, Bangladesh"
1042,Anytime Cakes,15,5,"Dhaka, Bangladesh"
1043,Anytime Snacks & Cookies,12,8,"Dhaka, Bangladesh"
1044,Anzira's Kitchen,13,7,"Dhaka, Bangladesh"
1045,Anzum's Kitchen,16,4,"Dhaka, Bangladesh"
1046,Aojan Kitchen,6,14,"Dhaka, Bangladesh"
1047,Aoual Biriyani House - Bashabo,20,0,"Dhaka, Bangladesh"
1048,Aoual biriyani & Behari Kabab,19,1,"Dhaka, Bangladesh"
1049,Aparna's Kitchen,11,9,"Dhaka, Bangladesh"
1050,Apon Bari Restora & Mezbani - Chittagong,2,18,"Dhaka, Bangladesh"
1051,Apon Fuchka House,6,14,"Dhaka, Bangladesh"
1052,Apon Ghar,4,16,"Dhaka, Bangladesh"
1053,Apon Kitchen,20,0,"Dhaka, Bangladesh"
1054,Apon Shipon Biryani House,12,8,"Dhaka, Bangladesh"
1055,Apon's Kitchen,17,3,"Dhaka, Bangladesh"
1056,Aporna Doi Bhandar,14,6,"Dhaka, Bangladesh"
1057,Appayan Hotel Iftar Bazar,12,8,"Dhaka, Bangladesh"
1058,Appayan Hotel and Restaurant - Comilla,20,0,"Dhaka, Bangladesh"
1059,Appayon,19,1,"Dhaka, Bangladesh"
1060,Appayon Hotel,13,7,"Dhaka, Bangladesh"
1061,Appayon Hotel & Biryani House,18,2,"Dhaka, Bangladesh"
1062,Appayon Hotel & Restaurant,8,12,"Dhaka, Bangladesh"
1063,Appayon Restaurant,10,10,"Dhaka, Bangladesh"
1064,Appetina,18,2,"Dhaka, Bangladesh"
1065,Appetizer Cafe & Restaurant,19,1,"Dhaka, Bangladesh"
1066,Apple Kitchen,6,14,"Dhaka, Bangladesh"
1067,Aprupa's Rannaghor,12,8,"Dhaka, Bangladesh"
1068,Apunir Roshui Kitchen,9,11,"Dhaka, Bangladesh"
1069,Ar Razzak Home Made Food & Beverage,11,9,"Dhaka, Bangladesh"
1070,Ara's Cooking,7,13,"Dhaka, Bangladesh"
1071,Arab Hotel &  Chap Ghor,5,15,"Dhaka, Bangladesh"
1072,Arabella Kabab House-Barisal,13,7,"Dhaka, Bangladesh"
1073,Arabian Bite,8,12,"Dhaka, Bangladesh"
1074,Arabian Cooking House,14,6,"Dhaka, Bangladesh"
1075,Arabian Darbar Restaurant,18,2,"Dhaka, Bangladesh"
1076,Arabian Kacchi - Farmgate,10,10,"Dhaka, Bangladesh"
1077,Arabian Khabsa Biryani,16,4,"Dhaka, Bangladesh"
1078,Arabian Kitchen,4,16,"Dhaka, Bangladesh"
1079,Arabian Kuboos,17,3,"Dhaka, Bangladesh"
1080,Arabian Nights - Mohammadpur,1,19,"Dhaka, Bangladesh"
1081,Arabian Shawarma House,17,3,"Dhaka, Bangladesh"
1082,Arabian Sweets & Pastry Shop,8,12,"Dhaka, Bangladesh"
1083,Arabika Coffee - Gulshan,8,12,"Dhaka, Bangladesh"
1084,Araf Ayatâ€™s Ranna Ghor,18,2,"Dhaka, Bangladesh"
1085,Araf Pitha Ghor,13,7,"Dhaka, Bangladesh"
1086,Arafat Fuchka House- 2,1,19,"Dhaka, Bangladesh"
1087,Arafat Fuska Ghor,6,14,"Dhaka, Bangladesh"
1088,Arafat Hotel and Restaurant,16,4,"Dhaka, Bangladesh"
1089,Arafat Kitchen,13,7,"Dhaka, Bangladesh"
1090,Arafia Cooking Studio,3,17,"Dhaka, Bangladesh"
1091,Arani Rannaghor,15,5,"Dhaka, Bangladesh"
1092,Arar Chatga - Bodda Biryani Cholibune?,18,2,"Dhaka, Bangladesh"
1093,Arax,10,10,"Dhaka, Bangladesh"
1094,Are Tasty Kitchen,4,16,"Dhaka, Bangladesh"
1095,Area 51,12,8,"Dhaka, Bangladesh"
1096,Ares Foods - Oxygen,7,13,"Dhaka, Bangladesh"
1097,Ares- Chawkbazar,14,6,"Dhaka, Bangladesh"
1098,Arfan Fuchka Chotpoti House,10,10,"Dhaka, Bangladesh"
1099,Arhaa's Kitchen,2,18,"Dhaka, Bangladesh"
1100,Arhaanâ€™s Kitchen -  Paikpara,18,2,"Dhaka, Bangladesh"
1101,Arham Home Kitchen,16,4,"Dhaka, Bangladesh"
1102,Aricha Hotel & Biryani House,20,0,"Dhaka, Bangladesh"
1103,Arif Fast Food Corner,13,7,"Dhaka, Bangladesh"
1104,Arif's Bengali Cuisine,13,7,"Dhaka, Bangladesh"
1105,Arif's Diet,18,2,"Dhaka, Bangladesh"
1106,Arifa's Cooking,13,7,"Dhaka, Bangladesh"
1107,Arifa's Dream Home Kitchen,9,11,"Dhaka, Bangladesh"
1108,Arifa's Home Food,16,4,"Dhaka, Bangladesh"
1109,Arifin's Kitchen,15,5,"Dhaka, Bangladesh"
1110,Arina's Kitchen,10,10,"Dhaka, Bangladesh"
1111,Arisha Confectionary,19,1,"Dhaka, Bangladesh"
1112,Ariyaan Home Kitchen,4,16,"Dhaka, Bangladesh"
1113,Ariyan Food & Restaurant,1,19,"Dhaka, Bangladesh"
1114,Ariyan Kitchen,5,15,"Dhaka, Bangladesh"
1115,Arizona Thai & Chinese Restaurant,9,11,"Dhaka, Bangladesh"
1116,Arju Biryani and Restaurant,5,15,"11 No Commercial Plot, Khilji Road, Shyamoli, 1207 Dhaka"
1164,Arju Hotel & Biryani House,20,0,"Dhaka, Bangladesh"
1165,Arju Restaurant,3,17,"Dhaka, Bangladesh"
1166,Arju Tehari House,20,0,"Dhaka, Bangladesh"
1167,Arjumand's Kitchen,20,0,"Dhaka, Bangladesh"
1168,Arman Biryani House,2,18,"Dhaka, Bangladesh"
1169,Arman Chop Puri House,10,10,"Dhaka, Bangladesh"
1170,Arobian Fast Food - Girls School,1,19,"Dhaka, Bangladesh"
1171,Aromaa Crispy Chicken,2,18,"Dhaka, Bangladesh"
1172,Aronnok- Pitha Uthsob,7,13,"Dhaka, Bangladesh"
1173,Aroy Bee,13,7,"Dhaka, Bangladesh"
1174,Aroy-D (Thai Cuisine) - Khulshi,5,15,"Dhaka, Bangladesh"
1175,Arpita Kitchen,1,19,"Dhaka, Bangladesh"
1176,Arrow Spoon,8,12,"Dhaka, Bangladesh"
1177,Arroz Restaurant - Police Plaza,12,8,"Dhaka, Bangladesh"
1178,Arsalan Restaurant,16,4,"Dhaka, Bangladesh"
1179,Arselon Spices,18,2,"Dhaka, Bangladesh"
1180,Arshi Kitchen,11,9,"Dhaka, Bangladesh"
1181,Arshia Kitchen,1,19,"Dhaka, Bangladesh"
1182,Art Cafe,15,5,"Dhaka, Bangladesh"
1183,Art home kitchen,13,7,"Dhaka, Bangladesh"
1184,Art of Food,8,12,"Dhaka, Bangladesh"
1185,Artisan Coffee Co.,18,2,"Dhaka, Bangladesh"
1186,Artista Cafe,3,17,"Dhaka, Bangladesh"
1187,Artistic Food,14,6,"Dhaka, Bangladesh"
1188,Arts Of Cakes,9,11,"Dhaka, Bangladesh"
1189,Aruma Kitchen,9,11,"Dhaka, Bangladesh"
1190,Aruni Kitchen,15,5,"Dhaka, Bangladesh"
1191,Arunika - Dhanmondi - pandago,20,0,"Dhaka, Bangladesh"
1192,Arushi's Kitchen,16,4,"Dhaka, Bangladesh"
1193,Arwa's Kitchen,6,14,"Dhaka, Bangladesh"
1194,Asa Homemade Food,14,6,"Dhaka, Bangladesh"
1195,Ascott Palace Hotel - Royal Treat Restaurant,9,11,"Dhaka, Bangladesh"
1196,Asha Fast Food,12,8,"Dhaka, Bangladesh"
1197,Asha Hotel & Restaurant,17,3,"Dhaka, Bangladesh"
1198,Asha Restaurant,15,5,"Dhaka, Bangladesh"
1199,Asha's Cuisine,12,8,"Dhaka, Bangladesh"
1200,Asha's Kitchen,3,17,"Dhaka, Bangladesh"
1201,Ashik Hotel & Restaurant,1,19,"Dhaka, Bangladesh"
1202,Ashika's Kitchen,4,16,"Dhaka, Bangladesh"
1203,Ashraf Chotpoti & Bhuri Bhaja,1,19,"Dhaka, Bangladesh"
1204,Ashrafi Ka Dhaba,1,19,"Dhaka, Bangladesh"
1205,Ashrafi Kitchen,4,16,"Dhaka, Bangladesh"
1206,Ashuu's Kitchen,16,4,"Dhaka, Bangladesh"
1207,Asia Hotel and Restaurant - Sylhet,14,6,"Dhaka, Bangladesh"
1208,Asia Thirty Four,6,14,"Dhaka, Bangladesh"
1209,Asian Bar-Be-Cue Restaurant,1,19,"Dhaka, Bangladesh"
1210,Asian Chotpoti & Fuchka House,15,5,"Dhaka, Bangladesh"
1211,Asian Express,13,7,"Mohakhali DOHS, 1212 Dhaka"
1212,Asian Express - Banani,18,2,"Dhaka, Bangladesh"
1213,Asian Fast Food,17,3,"Dhaka, Bangladesh"
1214,Asian Food Village - Jamalpur,16,4,"Dhaka, Bangladesh"
1215,Asian Foods,12,8,"Dhaka, Bangladesh"
1216,Asian Hotel and Restaurant,7,13,"Dhaka, Bangladesh"
1217,Asian Kabab & Biryani House - GEC,19,1,"Dhaka, Bangladesh"
1218,Asian Kebab Chinese And Fast Food,6,14,"Dhaka, Bangladesh"
1219,Asian Spices,5,15,"Dhaka, Bangladesh"
1220,Asiatiko,1,19,"Dhaka, Bangladesh"
1221,Asif Kitchen,2,18,"Dhaka, Bangladesh"
1222,Aslee Bakes,7,13,"Dhaka, Bangladesh"
1223,Asma Afroza's Kitchen,3,17,"Dhaka, Bangladesh"
1224,Asma Biryani House,18,2,"Dhaka, Bangladesh"
1225,Asma Homemade,3,17,"Dhaka, Bangladesh"
1226,Asma's Kitchen,8,12,"Dhaka, Bangladesh"
1227,Astha Biryani,13,7,"Dhaka, Bangladesh"
1228,Ata Ruti.com,5,15,"Dhaka, Bangladesh"
1229,Athri Sweets,17,3,"Dhaka, Bangladesh"
1230,Atithy Hotel,17,3,"Dhaka, Bangladesh"
1231,Atithy Restaurant,2,18,"Dhaka, Bangladesh"
1232,Atopor Fast Food,12,8,"Dhaka, Bangladesh"
1233,Ator Ali Sweets,8,12,"Dhaka, Bangladesh"
1234,Attin Cafe & Lounge,12,8,"Dhaka, Bangladesh"
1235,Auntir Ranna,6,14,"Dhaka, Bangladesh"
1236,Aunty's Kitchen,6,14,"Dhaka, Bangladesh"
1237,Aurop Restaurant,13,7,"Dhaka, Bangladesh"
1238,Aurora Cafe & Restaurant,15,5,"Dhaka, Bangladesh"
1239,Aurtan Catering,16,4,"Dhaka, Bangladesh"
1240,Aus Cafe,2,18,"Dhaka, Bangladesh"
1241,Austin's Cafe,18,2,"Dhaka, Bangladesh"
1242,Authentic Bhorta Kitchen,1,19,"Dhaka, Bangladesh"
1243,Authentic Bikrampur,7,13,"Dhaka, Bangladesh"
1244,Authentic Bogura,14,6,"Dhaka, Bangladesh"
1245,Authentic Chuijhal Restaurant,17,3,"Dhaka, Bangladesh"
1246,Authentic Kabab Express,9,11,"Dhaka, Bangladesh"
1247,Authentic Recipe,14,6,"Dhaka, Bangladesh"
1248,Autograph Live Music Cafe,16,4,"Dhaka, Bangladesh"
1249,Ava's Kitchen,2,18,"Dhaka, Bangladesh"
1250,Avalone,13,7,"Dhaka, Bangladesh"
1251,Avanti Aroma - Mymensingh,19,1,"Dhaka, Bangladesh"
1252,Avanti Restaurant,3,17,"Dhaka, Bangladesh"
1253,Avenue 24/7,13,7,"Dhaka, Bangladesh"
1254,Avenue Cloud Kitchen,4,16,"Dhaka, Bangladesh"
1255,Awesome Dimsum,8,12,"Dhaka, Bangladesh"
1256,Awesome Fuchka Bazar,14,6,"Old A - Section#12 Mirpur Cantonment Pablik School and Colleges Road, Mirpur, Dhaka-1216., 1216 Dhaka"
1281,Awesome Kitchen,1,19,"Dhaka, Bangladesh"
1282,Ayaan's,17,3,"Dhaka, Bangladesh"
1283,Ayaat Ayaan Ranna Ghor,4,16,"Dhaka, Bangladesh"
1284,Ayaat Kitchen,3,17,"Dhaka, Bangladesh"
1285,Ayaat's Kitchen,5,15,"House 8, Road 11, gudaraghat, Middle Badda Badda Dhaka, 1212 Dhaka"
1333,Ayan Afshin Cakery,4,16,"Dhaka, Bangladesh"
1334,Ayan Biryani House & Fastfood,8,12,"Dhaka, Bangladesh"
1335,Ayan Khabar Ghor,9,11,"Dhaka, Bangladesh"
1336,Ayan's Food,7,13,"Dhaka, Bangladesh"
1337,Ayas Chotpoti & Fuchka,15,5,"Dhaka, Bangladesh"
1338,Ayash's Food Corner,8,12,"Dhaka, Bangladesh"
1339,Ayasha's Home Foods,11,9,"Dhaka, Bangladesh"
1340,Ayat Kitchen House,1,19,"Dhaka, Bangladesh"
1341,Ayat's Kitchen,17,3,"Dhaka, Bangladesh"
1342,Ayda Kitchen,4,16,"Dhaka, Bangladesh"
1343,Ayesha & Ayaz Kitchen,1,19,"Dhaka, Bangladesh"
1344,Ayesha Biryani House,17,3,"Dhaka, Bangladesh"
1345,Ayesha Fatiha's Quality Home Kitchen,3,17,"Dhaka, Bangladesh"
1346,Ayesha Food Court,1,19,"Dhaka, Bangladesh"
1347,Ayesha Kitchen,4,16,"Dhaka, Bangladesh"
1348,Ayesha Siddika's Kitchen,14,6,"Dhaka, Bangladesh"
1349,Ayesha's Kitchen,18,2,"Dhaka, Bangladesh"
1351,Ayesha's Rannaghar-Banasree,5,15,"Dhaka, Bangladesh"
1352,Ayesha's Rannaghar-Rampura,2,18,"Dhaka, Bangladesh"
1353,Ayeshaâ€™s Cooking Heaven,8,12,"Dhaka, Bangladesh"
1354,Ayeshaâ€™s Kitchen,4,16,"Dhaka, Bangladesh"
1355,Ayeshaâ€™s Ranna Ghor,6,14,"Dhaka, Bangladesh"
1356,Ayet Home Kitchen,14,6,"Dhaka, Bangladesh"
1357,Aylanto,12,8,"Dhaka, Bangladesh"
1358,Aymon's Kitchen,20,0,"Dhaka, Bangladesh"
1359,Aynaan's Home Kitchen,14,6,"Dhaka, Bangladesh"
1360,Ayozon Restora - Muradpur,9,11,"Dhaka, Bangladesh"
1361,Ayraa's Kitchen,13,7,"Dhaka, Bangladesh"
1362,Ayrin Cooking,3,17,"Dhaka, Bangladesh"
1363,Ayrin Kitchen,14,6,"Dhaka, Bangladesh"
1364,Aysha Akter Home Kitchen,8,12,"Dhaka, Bangladesh"
1365,Aysha Organic Kitchen,15,5,"Dhaka, Bangladesh"
1366,Aysha's Cooking,10,10,"Dhaka, Bangladesh"
1367,Aysha's Kitchen,10,10,"Dhaka, Bangladesh"
1368,Aysha's Kitchen & Restaurant,13,7,"Dhaka, Bangladesh"
1369,Ayshaâ€™s Khabar Dabar,9,11,"Dhaka, Bangladesh"
1370,Ayshaâ€™s Kitchen,13,7,"Dhaka, Bangladesh"
1371,Azaan's Cuisine,2,18,"Dhaka, Bangladesh"
1372,Azad Baburchi Biryani Ghor,13,7,"Dhaka, Bangladesh"
1373,Azad Dine,19,1,"Dhaka, Bangladesh"
1374,Azad Fuchka  House,19,1,"Dhaka, Bangladesh"
1375,Azad Hotel & Restaurant,15,5,"Dhaka, Bangladesh"
1376,Azain Kitchenette,19,1,"Dhaka, Bangladesh"
1377,Azaz bhaiyer kabab,7,13,"Dhaka, Bangladesh"
1378,Azim Mamar Kebab Ghor,10,10,"Dhaka, Bangladesh"
1379,Aziz Canteen,18,2,"Dhaka, Bangladesh"
1380,Aziza's Kitchen,1,19,"Dhaka, Bangladesh"
1381,Azman's Cafe,12,8,"Dhaka, Bangladesh"
1382,Azmir Hotel & Restaurant,6,14,"Dhaka, Bangladesh"
1383,Azra's Kitchen,15,5,"Dhaka, Bangladesh"
1384,Azuki Express,10,10,"Dhaka, Bangladesh"
1385,Azure Cuisine,9,11,"Dhaka, Bangladesh"
1386,B Cafe Mini Chinese  & sea food- Chata moszid,3,17,"Dhaka, Bangladesh"
1387,B Food,10,10,"Dhaka, Bangladesh"
1388,B M Biryani Plaza,3,17,"Dhaka, Bangladesh"
1389,B Maloncho,7,13,"Dhaka, Bangladesh"
1390,B-Baria Mollah Fuchka House,11,9,"Dhaka, Bangladesh"
1391,B-Baria Restaurant - Uttara,2,18,"Dhaka, Bangladesh"
1392,B-Bariya Shahi Chotpoti & Fuchka House,7,13,"Dhaka, Bangladesh"
1393,B. Baria Hotel & Restaurant,17,3,"Dhaka, Bangladesh"
1394,B. Box Food Court,10,10,"Dhaka, Bangladesh"
1395,B.D. Burger House,17,3,"Dhaka, Bangladesh"
1396,B.J Cafe & Restaurant,14,6,"B.J. Cafe & Restaurant...Party Center, Matikata Road, Cantonment, Dhaka, Dhaka, 1206 Dhaka"
1397,B.S Rannaghor,20,0,"Dhaka, Bangladesh"
1398,B.k. Restaurant Gulshan,18,2,"Dhaka, Bangladesh"
1399,BABLY's Kitchen,8,12,"Dhaka, Bangladesh"
1400,BACK WAY,19,1,"Dhaka, Bangladesh"
1401,BACK WAY 2,13,7,"Dhaka, Bangladesh"
1402,BACK WAY 3,9,11,"Dhaka, Bangladesh"
1403,BANGALI FOODS,13,7,"Dhaka, Bangladesh"
