name,main_cuisine,tags
Fuchka Bhai,Snacks,fuchka bhai portion worth money otherwis tast good dhaka snack platform deliveri
Fuchka Bhai,Snacks,fuchka bhai best fuchka dhaka snack platform deliveri
Crunch-  Mirpur,Fast Food,crunch mirpur veget miss plater dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur great tast dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur yumm delici dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur good meal dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur tast good bun burger fresh dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur took hour prepar deliv dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur delici adequ portion compar price freshli prepar food dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur wrong pasta given order special one receiv regular one know tri special one dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur quantiti duita meatbox dichilm box er size choto korsen korsen e oikhneoi box er half dichen deyar e drkr chilo na shudhu box ta pathai diten dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur platter must tri thr meatbox seem bit sweet dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur pasta good pack cold coffe properli coffe spill fulli way deliveri deliveri man suffer dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur best meatbox dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur meatbox sweet avoid colslaw meatbox platter good dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur chicken item nacho chicken dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur food platter one best ever tri quantiti fri rice poor need increas quantiti fri rice dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur delici highli recommend must need tri food platter want enjoy real fast food test dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur food good dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur oili tast good also quantiti less worth money dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur first order pm receiv food pm delay horribl mention amount rice set menu littl also ran od wedeg bad dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur meatbox burger good last time time order meatbox paid bill bkash cancel order even pay back dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur quantiti meatbox less get dine food delici dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur bad order food worth tk said would ml cold coff ml size platter small price bad experi worst dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur food tast good quantiti rice poor dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur item miss similar pic show dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur one best item keep stock alway dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur good dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur quantiti fri rice quit less dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur good experi dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur bad dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur order fish chip sure isnt order suppos dori fish fillet chicken scam never order honesti low dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur late deliveri dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur food averag quantiti sooo less dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur late deliveri dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur quantiti tooo low dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur meatbox awesom dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur quantiti ta aro hoya uchit chilo dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur realli tast dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur one worst experi tast ukkkkk even expect surv type food tri food dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur good dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur tast good dumpl spici dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur bad packag cold serv food expect profession good serv dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur pasta cold tasti dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur tasti dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur tast excel hope would fill whole box atleast dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur wing much sauc dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur salad miss dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur salad rotten chicken cook properli dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur fuck tast dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur quantiti good enough dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur realli good dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur nacho poor tast dri bland wegd bland boil potato dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur nice could better dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur excel momo fish dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur sweet spici gravi much wing teasti eat good littl less quantiti dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur low quantiti dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur order reduc meal size much busi shame dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur bad experi dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur awsm steak amaz tasti juici dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur good amount bump dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur late deliveri dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur qualiti food good amount rice less dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur good dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur worst ever seen even two bite throw trash foodpanda care type kitchen otherwis trust gone dhaka fast food dine
Crunch-  Mirpur,Fast Food,crunch mirpur good dhaka fast food dine
Halal Ghor BD - pandago,Dessert,halal ghor bd pandago dhaka dessert platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre order cheddar cream pizza arriv spoil mani slice smell outright rotten use recommend place anymor dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre poor food dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre tast bad dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre good dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre best dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre properli bake also ask top given dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre pizza time top minimum satisfi dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre realli good burger littl much sauc dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre locat nearbi hous pizza cold order time hot sent cold one dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre pizza slice properli dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre nice dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre bbq chiken burger patti dri chidder chees pizza okay dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre top less dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre pizza good dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre burger tast bad put lot mayonnais make burger bread soggi dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre dont get previou delici tast dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre best dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre best ever pizza dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre took extra minut prepar order dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre excellet price perform dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre found hair insid pizza apart pizza good dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre pizza well cook middl part dough soggi dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre delici pizza also time fab pizza thank lot saus dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre order medium crust pizza reciev thin crust dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre burger good delici dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre order differ type burger tast quantiti much show thier advertis dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre worst pizza eaten pizzaburg burn tast cold dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre best order season pizza superb dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre best pizza burger ever banasre pickup order chilo amrar tader shobar behavior masha allah valo chilo dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre valo dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre pizzaa cold hard worst test dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre tast bad unhealthi pizza dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre pizza good came within time suffici top overal btw putin give deathstar eat dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre order regular burger per spice option choos spice level deliv extrem spici burger burger order differ branch okay total disappoint dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre order one deliv someth els happi banasre branch dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre tast good top less dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre bad cold dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre pizza mess twist box dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre cold instruct green chilli lot dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre mac chees much dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre nice man dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre pizzaburg maintain qualiti day day pizza salti dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre gave wrong food expect want take step dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre four season best dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre took lot time cook dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre saltiest burgur today disappoint dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre pizza smash dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre poor packag dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre averag deliveri late dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre best allov dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre worst dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre wait long though pizza good dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre amount chees low tast great dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre nice dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre love pizza alway dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre tast horribl dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre order pizza thick crust deliv medium crust think tast good well dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre well good dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre would disappoint see toppingsof pizza adjust price everi still would bother give bun piec top dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre great food hot cheesi realli tasti love dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre nice dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre alway best dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre better banasre dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre cheddar cream pizza besttt dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre burger good test dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre peopl help servic fast wish guy luck dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre kebab cocktail tasti tast like local pizza dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre nice pizza dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre best food ever dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre order inch pizza got inch instead dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre realli like pizza seafood tast like fish bhorta ruti seafood improv dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre awesom dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre sausag carniv one worst never eaten dri pizza like amount chees like small pizza famili pizza want money back dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre bun soft dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre pizza excel dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre alway best dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre test size small dhaka fast food platform deliveri
Pizza Burg - Banasree,Fast Food,pizza burg banasre burger realli good dhaka fast food platform deliveri
